Table 1,,,,,,,,,,,,,,,,
ObjectID,Dbnum,Database,Zone,Region,SubRegion,Sample ID,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_er_max,Age_er_min,Indicator,Indicative meaning
4991,4,UK&Ireland,1,Forth Valley,FLANDERS MOSS STIRL,Q533,56.14,-4.2,10.71,5.01,5.01,6281,274,336,wood fen peat,mean high spring tide
4992,4,UK&Ireland,1,Forth Valley,KIPPEN FORTH VALLEY,I1838,56.14,-4.21,4.83,0.25,0.25,9232,309,458,peat,mean high spring tide
4993,4,UK&Ireland,1,Forth Valley,KILLORN,SRR1424,56.14,-4.21,6.02,0.21,0.21,9504,40,60,peat,mean high spring tide
4994,4,UK&Ireland,1,Forth Valley,BIELD,SRR1605,56.13,-4.1,5.83,0.21,0.21,10930,211,219,peat,mean high spring tide
4995,4,UK&Ireland,1,Forth Valley,OVER EASTER OFFERANCE 1,SRR1428,56.14,-4.28,6.24,0.21,0.21,10175,66,251,peat,mean high spring tide
4996,4,UK&Ireland,1,Forth Valley,KEPPHILL,SRR1607,56.13,-4.22,9.11,0.21,0.21,8121,186,117,peat,mean high spring tide
4997,4,UK&Ireland,1,Forth Valley,AIRTH STIRLING,Q280,56.07,-3.78,5,0.26,0.26,9388,374,383,peat,mean high spring tide
4998,4,UK&Ireland,1,Forth Valley,EASTER KEPDOWRIE,SRR1250,56.13,-4.33,7.84,0.21,0.21,10956,263,257,peat,mean high spring tide
4999,4,UK&Ireland,1,Forth Valley,THE HOMESTEADS,SRR1606,56.12,-3.97,4.17,0.21,0.21,10641,419,202,peat,mean high spring tide
5000,4,UK&Ireland,1,Forth Valley,WOODEND FARM B,SRR1426,56.13,-4.32,11.02,0.21,0.21,7491,89,71,peat,mean high spring tide
5001,4,UK&Ireland,1,Hebrides,"BORVE,BENBECULA",SRR1222,57.42,-7.4,-5,1.41,1.41,5924,75,172,peat,groundwater table
5002,4,UK&Ireland,1,Hebrides,MONACH ISLES HEBRIDES,Q1172,57.51,-7.62,1.8,2.02,2.02,5418,185,353,highly decomposed peat,mean high spring tide
5003,4,UK&Ireland,1,Hebrides,JETTY SITE PABBAY,SRR1224,57.51,-7.48,-3.77,1.92,1.92,8490,101,88,peat,mean high neap tide
5004,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,OXA7090,53.57,-0.5,-5.29,1.58,1.58,4871,166,162,peat,mean high spring tide
5005,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe Farm, GF96-1B",AA23886,53.66,-0.71,-5.05,0.21,0.21,4349,218,251,peat,mean high spring tide
5006,4,UK&Ireland,2,Humber (Inner Estuary),Sandholme Lodge,SRR4743,53.77,-0.73,-6.18,0.22,0.22,4708,129,136,peat,mean high spring tide
5007,4,UK&Ireland,2,Humber (Inner Estuary),"Newlands, HMB19",AA23440,53.71,-0.96,-7.73,0.21,0.21,5815,108,152,peat,mean high spring tide
5008,4,UK&Ireland,2,Humber (Inner Estuary),"East Clough-2, Melton",SRR4749,53.71,-0.52,-4.26,0.37,0.37,4140,147,156,peat,mean high spring tide
5009,4,UK&Ireland,2,Humber (Inner Estuary),"East Clough-1, Melton",SRR4748,53.71,-0.52,-4.05,0.37,0.37,3958,127,111,peat,mean high spring tide
5010,4,UK&Ireland,2,Humber (Inner Estuary),Redbourne Hayes,GU5702,53.49,-0.48,-3.15,1.58,1.58,3613,209,157,peat,mean high spring tide
5011,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe, HMB16",AA25586,53.66,-0.7,-15.48,1.58,1.58,8520,107,107,peat,mean high spring tide
5012,4,UK&Ireland,2,Humber (Inner Estuary),Redbourne Hayes,GU5703,53.49,-0.48,-3.87,1.58,1.58,3896,181,174,peat,mean high spring tide
5013,4,UK&Ireland,2,Humber (Inner Estuary),"Whitton Ness, HMB13",AA23436,53.71,-0.6,-6.42,1.58,1.58,5549,167,221,highly decomposed peat,mean high spring tide
5014,4,UK&Ireland,2,Humber (Inner Estuary),Redbourne Hayes,GU5701,53.49,-0.48,-4.08,1.58,1.58,4377,191,223,peat,mean high spring tide
5015,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,OXA7091,53.57,-0.5,-4.74,1.58,1.58,4382,136,138,peat,mean high spring tide
5016,4,UK&Ireland,2,Humber (Inner Estuary),Redbourne Hayes,OXA7064,53.49,-0.48,-5.74,1.58,1.58,5169,129,129,peat,mean high spring tide
5017,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7067,53.68,-0.51,-1.81,1.58,1.58,2812,153,98,peat,mean high spring tide
5018,4,UK&Ireland,2,Humber (Inner Estuary),"East Ferry, EF95-2",AA22678,53.48,-0.75,-3.07,0.21,0.21,1822,101,112,peat,mean high spring tide
5019,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,GU5700,53.57,-0.5,-6.28,1.58,1.58,5458,202,388,peat,mean high spring tide
5020,4,UK&Ireland,2,Humber (Inner Estuary),"Newlands, HMB19",AA23439,53.71,-0.96,-6.94,0.21,0.21,5521,123,192,peat,mean high spring tide
5021,4,UK&Ireland,2,Humber (Inner Estuary),"Whitton Ness, HMB13",AA22674,53.71,-0.6,-5.7,1.58,1.58,4342,169,181,highly decomposed peat,mean high spring tide
5022,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,GU5699,53.57,-0.5,-6.49,1.58,1.58,5795,407,462,peat,mean high spring tide
5023,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,OXA7136,53.57,-0.5,-8.43,1.58,1.58,7066,201,266,peat,mean high spring tide
5024,4,UK&Ireland,2,Humber (Inner Estuary),Brigg,OXA7137,53.57,-0.5,-10.72,0.21,0.21,5734,164,132,peat,mean high spring tide
5025,4,UK&Ireland,2,Humber (Inner Estuary),Hasholme-430,HAR7007,53.78,-0.75,-8.81,0.21,0.21,6511,208,207,peat,mean high spring tide
5026,4,UK&Ireland,2,Humber (Inner Estuary),Redbourne Hayes,OXA7065,53.49,-0.48,-3.76,1.58,1.58,3903,177,179,peat,mean high spring tide
5027,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,GU5707,53.68,-0.51,-5.94,1.58,1.58,5434,166,343,peat,mean high spring tide
5028,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe, HMB16",AA23437,53.66,-0.7,-6.56,0.21,0.21,3685,166,201,highly decomposed peat,mean high spring tide
5029,4,UK&Ireland,2,Humber (Inner Estuary),"East Ferry, EF97-1",AA27615,53.48,-0.75,-6.01,0.21,0.21,5631,111,150,peat,mean high spring tide
5030,4,UK&Ireland,2,Humber (Inner Estuary),"Ousefleet, HMB20",AA25591,53.7,-0.75,-16.74,1.58,1.58,9218,271,231,peat,mean high spring tide
5031,4,UK&Ireland,2,Humber (Inner Estuary),"South Ferriby, HMB3",AA25577,53.68,-0.53,-8.66,0.21,0.21,6841,139,162,peat,mean high spring tide
5032,4,UK&Ireland,2,Humber (Inner Estuary),"East Ferry, EF95-2",AA23438,53.48,-0.75,-4.09,0.21,0.21,3294,144,126,highly decomposed peat,mean high spring tide
5033,4,UK&Ireland,2,Humber (Inner Estuary),"Thornton Lands, TL96-1",AA26380,53.71,-0.7,-8.18,0.21,0.21,6356,128,138,peat,mean high spring tide
5034,4,UK&Ireland,2,Humber (Inner Estuary),"Thornton Lands, TL96-1",AA26379,53.71,-0.7,-6.86,0.21,0.21,4132,274,209,peat,mean high spring tide
5035,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe Farm, GF96-1B",AA24138,53.66,-0.71,-6.91,0.21,0.21,5588,124,249,peat,mean high spring tide
5036,4,UK&Ireland,2,Humber (Inner Estuary),"Ousefleet, HMB20",AA34283,53.7,-0.75,-17.38,1.58,1.58,10038,192,254,peat,mean high spring tide
5037,4,UK&Ireland,2,Humber (Inner Estuary),"Ousefleet, HMB20",AA25590,53.7,-0.75,-16.67,1.58,1.58,8008,156,128,peat,mean high spring tide
5038,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7054,53.68,-0.51,-6.81,1.58,1.58,5686,172,86,peat,mean high spring tide
5039,4,UK&Ireland,2,Humber (Inner Estuary),"Winterton Carrs, HMB7",AA34280,53.66,-0.54,-10.53,2.11,2.11,6599,137,125,wood,mean high spring tide
5040,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7066,53.68,-0.51,-2.49,1.58,1.58,2761,91,46,peat,mean high spring tide
5041,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,GU5704,53.57,-0.5,-3,0.41,0.41,1773,124,158,peat,mean high spring tide
5042,4,UK&Ireland,2,Humber (Inner Estuary),"Ousefleet, HMB20",AA25589,53.7,-0.75,-15.9,1.58,1.58,8031,157,178,peat,mean high spring tide
5043,4,UK&Ireland,2,Humber (Inner Estuary),"Winterton Ings, WTI95-6",CAM41321,53.67,-0.55,-6.39,0.21,0.21,4871,166,162,wood fen peat,mean high spring tide
5044,4,UK&Ireland,2,Humber (Inner Estuary),"Winterton Ings, WTI95-3",CAM41319,53.67,-0.56,-4,0.21,0.21,3854,214,204,phragmites peat,mean high spring tide
5045,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7052,53.68,-0.51,-4.6,0.41,0.41,4003,140,114,peat,mean high spring tide
5046,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe Farm, GF96-1B",AA23887,53.66,-0.71,-5.89,0.21,0.21,4564,251,146,peat,mean high spring tide
5047,4,UK&Ireland,2,Humber (Inner Estuary),"Paradise Farm, PA94-12",CAM41320,53.47,-0.48,-3.38,0.4,0.4,3764,123,126,peat,mean high spring tide
5048,4,UK&Ireland,2,Humber (Inner Estuary),"Dirtness Levels, DL961",AA26377,53.6,-0.87,-5.84,0.21,0.21,4309,128,207,peat,mean high spring tide
5049,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,GU5706,53.68,-0.51,-4.94,1.58,1.58,4318,194,215,peat,mean high spring tide
5050,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7056,53.68,-0.51,-9.69,1.58,1.58,6242,72,210,peat,mean high spring tide
5051,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7055,53.68,-0.51,-5.89,1.58,1.58,5402,177,109,peat,mean high spring tide
5052,4,UK&Ireland,2,Humber (Inner Estuary),"Dirtness Levels, DL961",AA26375,53.6,-0.87,-4.5,0.21,0.21,3212,156,204,peat,mean high spring tide
5053,4,UK&Ireland,2,Humber (Inner Estuary),"Winterton Ings, WTI95-3",CAM41322,53.67,-0.56,-5.18,1.58,1.58,4626,195,181,wood fen peat,mean high spring tide
5054,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe Farm, GF96-1B",AA23888,53.66,-0.71,-6.98,0.21,0.21,4954,323,122,highly decomposed peat,mean high spring tide
5055,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7057,53.68,-0.51,-7.14,1.58,1.58,6840,133,141,peat,mean high spring tide
5056,4,UK&Ireland,2,Humber (Inner Estuary),"Dirtness Levels, DL961B",AA26376,53.6,-0.87,-7.14,0.4,0.4,5339,234,286,peat,mean high spring tide
5057,4,UK&Ireland,2,Humber (Inner Estuary),"South Ferriby, HMB3",AA25578,53.68,-0.53,-8.96,0.21,0.21,6825,123,147,peat,mean high spring tide
5058,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe Farm, GF96-1B",AA27584,53.66,-0.71,-8.98,0.4,0.4,6691,152,160,peat,mean high spring tide
5059,4,UK&Ireland,2,Humber (Inner Estuary),"Garthorpe, HMB16",AA25585,53.66,-0.7,-15.26,1.58,1.58,8087,96,118,peat,mean high spring tide
5060,4,UK&Ireland,2,Humber (Inner Estuary),"Winterton Ings, WTI95-6",CAM41318,53.67,-0.55,-7.66,1.58,1.58,6831,137,157,peat,mean high spring tide
5061,4,UK&Ireland,2,Humber (Inner Estuary),Sandholme Lodge,SRR4894,53.77,-0.73,-7.35,0.22,0.22,6390,91,85,peat,mean high spring tide
5062,4,UK&Ireland,2,Humber (Inner Estuary),South Ferriby,OXA7053,53.68,-0.51,-3.29,1.58,1.58,3534,100,82,peat,mean high spring tide
5063,4,UK&Ireland,2,Humber (Inner Estuary),"Paradise Farm, PA94-12",CAM41317,53.47,-0.48,-2.91,0.21,0.21,3395,154,149,peat,mean high spring tide
5064,4,UK&Ireland,1,Humber (Outer Estuary),Halsham Carrs,GU5476,53.73,-0.08,-4.35,0.27,0.27,4690,140,159,peat,mean high spring tide
5065,4,UK&Ireland,2,Humber (Outer Estuary),"Union Dock-3, Grimsby",SRR4746,53.58,-0.08,-11.68,0.21,0.21,7527,57,86,peat,mean high spring tide
5066,4,UK&Ireland,1,Humber (Outer Estuary),Roos Drain West,GU5478,53.74,-0.07,-5.62,0.27,0.27,5967,213,208,peat,mean high spring tide
5067,4,UK&Ireland,1,Humber (Outer Estuary),Roos Drain West,GU5484,53.74,-0.07,-5.47,0.27,0.27,5887,290,228,peat,mean high spring tide
5068,4,UK&Ireland,1,Humber (Outer Estuary),Barrowhaven,SRR4897,53.69,-0.39,-2.03,0.41,0.41,1998,118,99,peat,mean high spring tide
5069,4,UK&Ireland,1,Humber (Outer Estuary),"Wilfholme Landing,WL971",AA34285,53.91,-0.38,-2.2,0.7,0.7,4684,146,156,peat,mean high spring tide
5070,4,UK&Ireland,2,Humber (Outer Estuary),Pyewipe Pumping Station,AA27586,53.58,-0.1,-5.48,0.21,0.21,5719,172,115,highly decomposed peat,mean high spring tide
5071,4,UK&Ireland,1,Humber (Outer Estuary),Thirtle Bridge,GU5480,53.75,-0.01,-2.35,0.27,0.27,2419,280,107,peat,mean high spring tide
5072,4,UK&Ireland,2,Humber (Outer Estuary),"Old Den, HI3",AA27583,53.59,0.13,-13.11,0.21,0.21,7713,125,115,peat,mean high spring tide
5073,4,UK&Ireland,1,Humber (Outer Estuary),"Dunswell, HMB2A",AA25592,53.8,-0.37,-4.25,0.21,0.21,5738,156,125,peat,mean high spring tide
5074,4,UK&Ireland,1,Humber (Outer Estuary),Barrowhaven,SRR1373,53.69,-0.39,-1.33,0.21,0.21,990,73,63,peat,mean high spring tide
5075,4,UK&Ireland,1,Humber (Outer Estuary),Thirtle Bridge,GU5479,53.75,-0.01,-2.35,0.27,0.27,2237,110,86,peat,mean high spring tide
5076,4,UK&Ireland,2,Humber (Outer Estuary),"South Farm, HMB8",AA25582,53.64,-0.1,-15.77,1.58,1.58,9531,141,81,highly decomposed peat,mean high spring tide
5077,4,UK&Ireland,2,Humber (Outer Estuary),"Lockham, HMB12",AA23434,53.63,-0.11,-6.45,0.21,0.21,6221,169,222,wood fen peat,mean high spring tide
5078,4,UK&Ireland,1,Humber (Outer Estuary),Thirtle Bridge,GU5490,53.75,-0.01,-2.22,0.27,0.27,2725,112,234,peat,mean high spring tide
5079,4,UK&Ireland,1,Humber (Outer Estuary),"STONEFERRY,YORKS",IGS97,53.77,-0.33,-6.31,2.11,2.11,6027,249,275,phragmites peat,mean sea level
5080,4,UK&Ireland,2,Humber (Outer Estuary),Kilnsea Warren,UB3900,53.61,0.15,-4.17,0.81,0.81,5199,257,216,peat,mean high spring tide
5081,4,UK&Ireland,2,Humber (Outer Estuary),"South Marsh, HMB5",AA23430,53.6,-0.14,-9.57,0.21,0.21,7030,213,230,peat,mean high spring tide
5082,4,UK&Ireland,2,Humber (Outer Estuary),"South Marsh, HMB5",AA23431,53.6,-0.14,-9.68,0.21,0.21,6907,249,167,peat,mean high spring tide
5083,4,UK&Ireland,1,Humber (Outer Estuary),"Wilfholme Landing,WL971",AA34284,53.91,-0.38,-2.2,0.21,0.21,4474,308,180,peat,mean high spring tide
5084,4,UK&Ireland,1,Humber (Outer Estuary),Thirtle Bridge,GU5489,53.75,-0.01,-2.22,0.27,0.27,2477,226,128,peat,mean high spring tide
5085,4,UK&Ireland,1,Humber (Outer Estuary),"Sand-le-Mere, SM95-5",AA23821,53.76,0,-3.97,0.21,0.21,2758,112,260,peat,mean high spring tide
5086,4,UK&Ireland,2,Humber (Outer Estuary),"Lockham, HMB12",AA22672,53.63,-0.11,-6.1,0.21,0.21,6105,167,155,wood fen peat,mean high spring tide
5087,4,UK&Ireland,2,Humber (Outer Estuary),Kilnsea Warren,UB3901,53.61,0.15,-3.87,0.25,0.25,4963,312,118,peat,mean high spring tide
5088,4,UK&Ireland,2,Humber (Outer Estuary),"Immingham, HMB10",AA23433,53.62,-0.17,-10.17,0.21,0.21,7433,133,140,peat,mean high spring tide
5089,4,UK&Ireland,1,Humber (Outer Estuary),Barrowhaven,SRR1374,53.69,-0.39,-2.17,0.41,0.41,2348,336,195,peat,mean high spring tide
5090,4,UK&Ireland,2,Humber (Outer Estuary),"Immingham, HMB10",AA23432,53.62,-0.17,-9.86,0.21,0.21,7158,251,218,peat,mean high spring tide
5091,4,UK&Ireland,1,Humber (Outer Estuary),Roos Drain West,GU5477,53.74,-0.07,-5.62,0.27,0.27,5816,114,154,peat,mean high spring tide
5092,4,UK&Ireland,2,Humber (Outer Estuary),Pyewipe Pumping Station,AA27585,53.58,-0.1,-5.12,0.21,0.21,5810,108,149,peat,mean high spring tide
5093,4,UK&Ireland,2,Humber (Outer Estuary),"Humber Bight, HI1",AA26378,53.62,0.06,-10.03,0.21,0.21,7039,200,232,highly decomposed peat,mean high spring tide
5094,4,UK&Ireland,2,Humber (Outer Estuary),"Union Dock-4, Grimsby",SRR4747,53.58,-0.08,-11.63,1.48,1.48,9112,147,99,peat,mean high spring tide
5095,4,UK&Ireland,1,Humber (Outer Estuary),Hull,IGS100,53.74,-0.33,-12.95,1.7,1.7,7737,195,158,peat,mean high spring tide
5096,4,UK&Ireland,1,Humber (Outer Estuary),Halsham Carrs,GU5475,53.73,-0.08,-4.35,0.27,0.27,4760,188,176,peat,mean high spring tide
5097,4,UK&Ireland,2,Humber (Outer Estuary),"Union Dock-2, Grimsby",SRR4745,53.58,-0.08,-11.05,0.21,0.21,6721,131,88,peat,mean high spring tide
5098,4,UK&Ireland,1,Humber (Outer Estuary),Hull,IGS99,53.74,-0.33,-14.77,1.7,1.7,7804,163,184,peat,mean high spring tide
5099,4,UK&Ireland,2,Humber (Outer Estuary),"South Farm, HMB8",AA25581,53.64,-0.1,-15.49,1.58,1.58,7969,184,128,peat,mean high spring tide
5100,4,UK&Ireland,1,Humber (Outer Estuary),Roos Drain West,GU5483,53.74,-0.07,-5.47,0.27,0.27,5755,149,144,peat,mean high spring tide
5101,4,UK&Ireland,2,Humber (Outer Estuary),"Union Dock-1, Grimsby",SRR4744,53.58,-0.08,-10.58,0.21,0.21,6447,110,129,peat,mean high spring tide
5102,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29329,54.38,-4.5,2.12,0.5,0.5,6387,105,91,peat,mean high spring tide
5103,4,UK&Ireland,1,Isle of Man,Phurt 1 - IOM,AA29333,54.4,-4.36,2.09,0.21,0.21,5394,185,322,peat,mean high spring tide
5104,4,UK&Ireland,1,Isle of Man,Phurt 3 - IOM,AA28384,54.4,-4.36,1.69,1.91,1.91,7893,262,213,wood,mean sea level
5105,4,UK&Ireland,1,Isle of Man,LOUGH CRANSTAL,HV5226,54.4,-4.39,-3.86,0.21,0.21,8659,327,242,phragmites peat,mean high spring tide
5106,4,UK&Ireland,1,Isle of Man,LOUGH CRANSTAL,HV5225,54.4,-4.39,-1.43,0.22,0.22,8189,194,206,peat,mean high spring tide
5107,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29325,54.38,-4.5,1.08,0.5,0.5,7417,143,142,peat,mean high spring tide
5108,4,UK&Ireland,1,Isle of Man,Phurt 1 - IOM,AA28380,54.4,-4.36,2.25,0.21,0.21,4907,132,79,peat,mean high spring tide
5109,4,UK&Ireland,1,Isle of Man,Phurt 3 - IOM,AA28383,54.4,-4.36,1.25,0.21,0.21,7695,127,104,peat,mean high spring tide
5110,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29326,54.38,-4.5,0.97,0.5,0.5,7072,174,158,peat,mean high spring tide
5111,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29738,54.38,-4.5,0.14,0.5,0.5,7594,187,164,peat,mean high spring tide
5112,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29328,54.38,-4.5,1.43,0.5,0.5,6830,122,152,peat,mean high spring tide
5113,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29330,54.38,-4.5,2.05,0.5,0.5,4505,303,205,peat,mean high spring tide
5114,4,UK&Ireland,1,Isle of Man,Phurt 3 - IOM,AA28382,54.4,-4.36,2.04,1.91,1.91,7588,83,95,peat,mean sea level
5115,4,UK&Ireland,1,Isle of Man,Lhen Trench 5 - IOM,AA29327,54.38,-4.5,1.57,0.5,0.5,6964,195,169,peat,mean high spring tide
5116,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81150,55.81,-6.34,-0.94,0.39,0.39,10463,122,185,peat,mean high spring tide
5117,4,UK&Ireland,1,Islay,Gruinart 7 Islay,Be83732,55.81,-6.34,-1.08,0.39,0.39,9903,274,268,peat,mean high spring tide
5118,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81148,55.81,-6.34,-0.22,0.39,0.39,10336,153,102,peat,mean high spring tide
5119,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81146,55.81,-6.34,2.67,0.39,0.39,1965,149,96,peat,mean high spring tide
5120,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81149,55.81,-6.34,-1.01,0.39,0.39,10728,348,164,peat,mean high spring tide
5121,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81147,55.81,-6.34,2.53,0.39,0.39,1715,149,150,moss peat,mean high spring tide
5122,4,UK&Ireland,1,Islay,Gruinart 7 Islay,Be83731,55.81,-6.34,2.01,0.39,0.39,1231,107,164,peat,mean high spring tide
5123,4,UK&Ireland,1,Islay,Gruinart 7 Islay,Be83733,55.81,-6.34,-1.38,0.39,0.39,10269,224,104,peat,mean high spring tide
5124,4,UK&Ireland,1,Islay,Gruinart 14 Islay,Be81151,55.81,-6.34,-0.76,0.39,0.39,11403,303,175,peat,mean high spring tide
5125,4,UK&Ireland,1,Islay,Gruinart 7 Islay,Be83730,55.81,-6.34,2.13,0.39,0.39,1400,132,104,peat,mean high spring tide
5126,4,UK&Ireland,1,Kintyre,Barr na Criche BC03/24B,SUERC2998,55.78,-5.56,8.02,0.55,0.55,5600,53,114,peat,mean high spring tide
5127,4,UK&Ireland,1,Kintyre,FURNACE,U4031,56.15,-5.19,8.93,0.21,0.21,8673,558,480,peat,mean high spring tide
5128,4,UK&Ireland,1,Kintyre,KILFINAN,U4062,55.96,-5.33,7.18,0.21,0.21,7068,193,258,peat,mean high spring tide
5129,4,UK&Ireland,1,Kintyre,TIGNABRUAICH,U4063,55.9,-5.25,2.87,0.4,0.4,989,185,185,peat,mean high spring tide
5130,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/15,AA44928,55.78,-5.56,3.98,0.23,0.23,2814,104,64,peat,mean high spring tide
5131,4,UK&Ireland,1,Kintyre,FURNACE,U4065,56.15,-5.19,8.87,2,2,8108,208,151,peat,mean high spring tide
5132,4,UK&Ireland,1,Kintyre,FURNACE,U4061,56.15,-5.19,8.93,0.21,0.21,8893,295,286,peat,mean high spring tide
5133,4,UK&Ireland,1,Kintyre,Loch Cill an Aonghais LA99,AA44939,55.8,-5.56,17,0.65,0.65,13998,246,247,shells,mean high neap tide
5134,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/6a,AA44927,55.78,-5.56,2.22,0.23,0.23,1765,107,139,peat,mean high spring tide
5135,4,UK&Ireland,1,Kintyre,Barr na Criche BC03/26A,SUERC2997,55.78,-5.56,8.1,0.55,0.55,472,36,142,peat,mean high spring tide
5136,4,UK&Ireland,1,Kintyre,Machair Loin 01/15,AA54116,55.79,-5.56,9.6,0.3,0.3,11886,232,265,peat,mean high spring tide
5137,4,UK&Ireland,1,Kintyre,KILFINAN,U4068,55.96,-5.33,7.01,2,2,8438,205,258,peat,mean high spring tide
5138,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/17,AA44932,55.78,-5.56,7.4,0.23,0.23,3522,114,119,peat,mean high spring tide
5139,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/17,AA44933,55.78,-5.56,7.2,0.23,0.23,2760,84,39,peat,mean high spring tide
5140,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/10,AA44931,55.78,-5.56,5.48,0.23,0.23,2922,136,122,peat,mean high spring tide
5141,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/15,AA44929,55.78,-5.56,3.74,0.23,0.23,2232,108,79,peat,mean high spring tide
5142,4,UK&Ireland,1,Kintyre,LOCHGILPHEAD,U4066,56.04,-5.45,2.38,0.22,0.22,3157,211,209,phragmites peat,mean high spring tide
5143,4,UK&Ireland,1,Kintyre,Machair Loin 01/14,AA54115,55.79,-5.56,9.6,0.3,0.3,12184,230,334,limnic mud,mean high spring tide
5144,4,UK&Ireland,1,Kintyre,Machair Loin 01/3,AA54114,55.79,-5.56,9.3,0.3,0.3,10293,199,110,peat,mean high spring tide
5145,4,UK&Ireland,1,Kintyre,Loch Cill an AonghaisLA00/1A-C,AA54117,55.8,-5.56,17,0.51,0.51,14517,418,361,limnic mud,mean high spring tide
5146,4,UK&Ireland,1,Kintyre,Barnellan BA02/2,SUERC3008,55.84,-5.48,30.47,1.12,1.12,17624,324,353,limnic mud,mean high spring tide
5147,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/6a,AA44926,55.78,-5.56,2.23,0.23,0.23,1773,107,147,peat,mean high spring tide
5148,4,UK&Ireland,1,Kintyre,Barr na Criche BC00/18,AA44934,55.78,-5.56,10.11,0.23,0.23,4695,135,158,peat,mean high spring tide
5149,4,UK&Ireland,1,Kintyre,Auchan AU02/2,SUERC2999,55.79,-5.54,2.85,0.55,0.55,2733,23,194,peat,mean high spring tide
5150,4,UK&Ireland,1,Kintyre,INVERARAY,U4067,56.24,-5.07,-0.21,0.21,0.21,6115,172,183,peat,mean low spring tide
5151,4,UK&Ireland,1,Lancashire,PEEL LANCS,HV3934,53.81,-3.03,-4.63,0.21,0.21,7441,172,189,wood fen peat,mean high spring tide
5152,4,UK&Ireland,1,Lancashire,LOUSANNA LANCS,HV3052,53.9,-2.89,0.24,0.21,0.21,5593,1043,1153,phragmites peat,mean high spring tide
5153,4,UK&Ireland,1,Lancashire,NEW CUT LANCS.,HV12539,53.56,-3.02,-2.88,0.06,0.06,7685,232,164,peat,mean high spring tide
5154,4,UK&Ireland,1,Lancashire,LYTHAM LANCS,HV2916,53.75,-2.99,-0.04,0.22,0.22,2251,187,135,phragmites peat,mean high spring tide
5155,4,UK&Ireland,1,Lancashire,NEW CUT LANCS.,HV12537,53.56,-3.01,-4.53,0.21,0.21,7843,153,167,peat,mean high spring tide
5156,4,UK&Ireland,1,Lancashire,ANSDELL LANCS,HV4708,53.74,-2.99,0.6,1,1,1288,226,219,peat,mean high spring tide
5157,4,UK&Ireland,1,Lancashire,LYTHAM LANCS,HV4417,53.76,-3.02,1.63,1,1,737,173,81,peat,mean high spring tide
5158,4,UK&Ireland,1,Lancashire,"NANCY'S BAY,LANCS",HV9260,53.74,-2.93,-3.17,2.44,2.44,2358,338,206,peat,mean high spring tide
5159,4,UK&Ireland,1,Lancashire,LYTHAM LANCS,HV2919,53.75,-2.99,-0.87,0.21,0.21,5708,562,630,phragmites peat,mean high spring tide
5160,4,UK&Ireland,1,Lancashire,NEW CUT,HV12538,53.56,-3.01,-3.66,0.22,0.22,7297,627,639,peat,mean high spring tide
